,split_drug,idx
13123,val,13123
13124,train,13124
13125,train,13125
13126,test,13126
13127,train,13127
13128,val,13128
13129,test,13129
13130,val,13130
13131,val,13131
13132,train,13132
13133,train,13133
13134,train,13134
13135,train,13135
13136,test,13136
13137,train,13137
13138,test,13138
13139,train,13139
13140,train,13140
13141,train,13141
13142,train,13142
13143,train,13143
13144,train,13144
13145,train,13145
13146,train,13146
13147,train,13147
13148,train,13148
13149,train,13149
13150,train,13150
13151,train,13151
13152,train,13152
13153,train,13153
13154,val,13154
13155,train,13155
13156,train,13156
13157,train,13157
13158,train,13158
13159,val,13159
13160,test,13160
13161,train,13161
13162,train,13162
13163,test,13163
13164,train,13164
13165,train,13165
13166,train,13166
13167,train,13167
13168,train,13168
13169,train,13169
13170,val,13170
13171,train,13171
13172,train,13172
13173,train,13173
13174,train,13174
13175,train,13175
13176,train,13176
13177,train,13177
13178,train,13178
13179,test,13179
13180,train,13180
13181,test,13181
13182,train,13182
13183,test,13183
13184,val,13184
13185,train,13185
13186,val,13186
13187,test,13187
13188,train,13188
13189,train,13189
13190,train,13190
13191,train,13191
13192,test,13192
13193,train,13193
13194,train,13194
13195,train,13195
13196,train,13196
13197,train,13197
13198,train,13198
13199,test,13199
13200,train,13200
13201,train,13201
13202,train,13202
13203,train,13203
13204,val,13204
13205,train,13205
13206,val,13206
13207,train,13207
13208,train,13208
13209,train,13209
13210,train,13210
13211,train,13211
13212,train,13212
13213,train,13213
13214,train,13214
13215,train,13215
13216,train,13216
13217,test,13217
13218,train,13218
13219,test,13219
13220,val,13220
13221,train,13221
13222,train,13222
13223,train,13223
13224,train,13224
13225,train,13225
13226,val,13226
13227,train,13227
13228,train,13228
13229,test,13229
13230,train,13230
13231,val,13231
13232,train,13232
13233,val,13233
13234,test,13234
13235,train,13235
13236,val,13236
13237,val,13237
13238,train,13238
13239,test,13239
13240,train,13240
13241,val,13241
13242,val,13242
13243,train,13243
13244,train,13244
13245,test,13245
13246,train,13246
13247,train,13247
13248,train,13248
13249,train,13249
13250,train,13250
13251,train,13251
13252,test,13252
13253,test,13253
13254,train,13254
13255,train,13255
13256,train,13256
13257,train,13257
13258,train,13258
13259,test,13259
13260,train,13260
13261,train,13261
13262,train,13262
13263,train,13263
13264,test,13264
13265,train,13265
13266,train,13266
13267,val,13267
13268,train,13268
13269,val,13269
13270,train,13270
13271,train,13271
13272,train,13272
13273,val,13273
13274,train,13274
13275,train,13275
13276,train,13276
13277,train,13277
13278,train,13278
13279,val,13279
13280,train,13280
13281,test,13281
13282,train,13282
13283,train,13283
13284,train,13284
13285,train,13285
13286,train,13286
13287,train,13287
13288,test,13288
13289,test,13289
13290,train,13290
13291,train,13291
13292,train,13292
13293,train,13293
13294,train,13294
13295,test,13295
13296,train,13296
13297,test,13297
13298,train,13298
13299,train,13299
13300,train,13300
13301,train,13301
13302,train,13302
13303,val,13303
13304,train,13304
13305,train,13305
13306,test,13306
13307,train,13307
13308,val,13308
13309,train,13309
13310,val,13310
13311,train,13311
13312,train,13312
13313,train,13313
13314,train,13314
13315,test,13315
13316,train,13316
13317,train,13317
13318,train,13318
13319,val,13319
13320,test,13320
13321,train,13321
13322,test,13322
13323,train,13323
13324,val,13324
13325,train,13325
13326,train,13326
13327,train,13327
13328,train,13328
13329,test,13329
13330,test,13330
13331,train,13331
13332,train,13332
13333,train,13333
13334,val,13334
13335,train,13335
13336,test,13336
13337,train,13337
13338,train,13338
13339,train,13339
13340,train,13340
13341,val,13341
13342,train,13342
13343,val,13343
13344,train,13344
13345,train,13345
13346,train,13346
13347,val,13347
13348,train,13348
13349,train,13349
13350,test,13350
13351,train,13351
13352,train,13352
13353,train,13353
13354,test,13354
13355,train,13355
13356,train,13356
13357,train,13357
13358,val,13358
13359,val,13359
13360,train,13360
13361,train,13361
13362,train,13362
13363,train,13363
13364,test,13364
13365,train,13365
13366,val,13366
13367,val,13367
13368,train,13368
13369,val,13369
13370,val,13370
13371,val,13371
13372,val,13372
13373,val,13373
13374,train,13374
13375,train,13375
13376,train,13376
13377,train,13377
13378,train,13378
13379,train,13379
13380,test,13380
13381,train,13381
13382,train,13382
13383,test,13383
13384,test,13384
13385,test,13385
13386,val,13386
13387,val,13387
13388,test,13388
13389,train,13389
13390,test,13390
13391,test,13391
13392,train,13392
13393,train,13393
13394,train,13394
13395,train,13395
13396,train,13396
13397,train,13397
13398,test,13398
13399,test,13399
13400,val,13400
13401,train,13401
13402,train,13402
13403,train,13403
13404,train,13404
13405,test,13405
13406,train,13406
13407,train,13407
13408,train,13408
13409,test,13409
13410,test,13410
13411,val,13411
13412,train,13412
13413,train,13413
13414,val,13414
13415,train,13415
13416,val,13416
13417,train,13417
13418,train,13418
13419,train,13419
13420,train,13420
13421,test,13421
13422,train,13422
13423,train,13423
13424,train,13424
13425,train,13425
13426,train,13426
13427,train,13427
13428,test,13428
13429,test,13429
13430,train,13430
13431,train,13431
13432,test,13432
13433,train,13433
13434,train,13434
13435,train,13435
13436,val,13436
13437,train,13437
13438,train,13438
13439,train,13439
13440,train,13440
13441,train,13441
13442,train,13442
13443,train,13443
13444,train,13444
13445,train,13445
13446,train,13446
13447,test,13447
13448,train,13448
13449,train,13449
13450,train,13450
13451,train,13451
13452,train,13452
13453,train,13453
13454,train,13454
13455,train,13455
13456,train,13456
13457,train,13457
13458,train,13458
13459,train,13459
13460,train,13460
13461,train,13461
13462,val,13462
13463,train,13463
13464,train,13464
13465,train,13465
13466,train,13466
13467,train,13467
13468,train,13468
13469,train,13469
13470,train,13470
13471,train,13471
13472,test,13472
13473,train,13473
13474,train,13474
13475,train,13475
13476,val,13476
13477,val,13477
13478,train,13478
13479,val,13479
13480,train,13480
13481,train,13481
13482,train,13482
13483,train,13483
13484,train,13484
13485,train,13485
13486,train,13486
13487,train,13487
13488,train,13488
13489,test,13489
13490,train,13490
13491,test,13491
13492,train,13492
13493,train,13493
13494,train,13494
13495,test,13495
13496,test,13496
13497,test,13497
13498,train,13498
13499,train,13499
13500,test,13500
13501,test,13501
13502,test,13502
13503,train,13503
13504,train,13504
13505,train,13505
13506,test,13506
13507,test,13507
13508,val,13508
13509,train,13509
13510,train,13510
13511,val,13511
13512,train,13512
13513,test,13513
13514,test,13514
13515,val,13515
13516,train,13516
13517,train,13517
13518,train,13518
13519,train,13519
13520,val,13520
13521,train,13521
13522,train,13522
13523,train,13523
13524,train,13524
13525,train,13525
13526,val,13526
13527,test,13527
13528,train,13528
13529,train,13529
13530,train,13530
13531,val,13531
13532,val,13532
13533,train,13533
13534,test,13534
13535,train,13535
13536,test,13536
13537,test,13537
13538,train,13538
13539,val,13539
13540,train,13540
13541,train,13541
13542,train,13542
13543,train,13543
13544,test,13544
13545,test,13545
13546,train,13546
13547,test,13547
13548,train,13548
13549,train,13549
13550,test,13550
13551,val,13551
13552,train,13552
13553,test,13553
13554,test,13554
13555,train,13555
13556,train,13556
13557,train,13557
13558,train,13558
13559,test,13559
13560,train,13560
13561,train,13561
13562,train,13562
13563,train,13563
13564,test,13564
13565,test,13565
13566,train,13566
13567,train,13567
13568,train,13568
13569,val,13569
13570,val,13570
13571,train,13571
13572,train,13572
13573,train,13573
13574,train,13574
13575,train,13575
13576,val,13576
13577,train,13577
13578,train,13578
13579,train,13579
13580,val,13580
13581,train,13581
13582,train,13582
13583,train,13583
13584,train,13584
13585,val,13585
13586,train,13586
13587,train,13587
13588,test,13588
13589,train,13589
13590,val,13590
13591,train,13591
13592,train,13592
13593,train,13593
13594,train,13594
13595,train,13595
13596,test,13596
13597,test,13597
13598,train,13598
13599,train,13599
13600,train,13600
13601,train,13601
13602,train,13602
13603,train,13603
13604,val,13604
13605,val,13605
13606,test,13606
13607,test,13607
13608,train,13608
13609,val,13609
13610,val,13610
13611,train,13611
13612,train,13612
13613,train,13613
13614,train,13614
13615,train,13615
13616,train,13616
13617,train,13617
13618,train,13618
13619,val,13619
13620,test,13620
13621,test,13621
13622,train,13622
13623,train,13623
13624,train,13624
13625,test,13625
13626,test,13626
13627,train,13627
13628,train,13628
13629,val,13629
13630,train,13630
13631,train,13631
13632,train,13632
13633,train,13633
13634,train,13634
13635,train,13635
13636,test,13636
13637,train,13637
13638,train,13638
13639,train,13639
13640,val,13640
13641,val,13641
13642,train,13642
13643,train,13643
13644,test,13644
13645,train,13645
13646,test,13646
13647,train,13647
13648,train,13648
13649,train,13649
13650,val,13650
13651,val,13651
13652,train,13652
13653,val,13653
13654,train,13654
13655,train,13655
13656,val,13656
13657,train,13657
13658,train,13658
13659,train,13659
13660,train,13660
13661,train,13661
13662,val,13662
13663,val,13663
13664,train,13664
13665,train,13665
13666,val,13666
13667,train,13667
13668,train,13668
13669,train,13669
13670,train,13670
13671,train,13671
13672,train,13672
13673,train,13673
13674,train,13674
13675,test,13675
13676,test,13676
13677,train,13677
13678,val,13678
13679,val,13679
13680,train,13680
13681,val,13681
13682,val,13682
13683,val,13683
13684,train,13684
13685,train,13685
13686,train,13686
13687,train,13687
13688,test,13688
13689,train,13689
13690,train,13690
13691,val,13691
13692,train,13692
13693,train,13693
13694,val,13694
13695,train,13695
13696,train,13696
13697,train,13697
13698,val,13698
13699,test,13699
13700,test,13700
13701,train,13701
13702,train,13702
13703,train,13703
13704,val,13704
13705,train,13705
13706,val,13706
13707,train,13707
13708,test,13708
13709,test,13709
13710,val,13710
13711,train,13711
13712,train,13712
13713,train,13713
13714,val,13714
13715,train,13715
13716,train,13716
13717,train,13717
13718,train,13718
13719,train,13719
13720,train,13720
13721,train,13721
13722,train,13722
13723,train,13723
13724,train,13724
13725,train,13725
13726,test,13726
13727,train,13727
13728,train,13728
13729,train,13729
13730,test,13730
13731,test,13731
13732,train,13732
13733,train,13733
13734,train,13734
13735,train,13735
13736,train,13736
13737,val,13737
13738,val,13738
13739,train,13739
13740,train,13740
13741,val,13741
13742,train,13742
13743,train,13743
13744,train,13744
13745,test,13745
13746,train,13746
13747,train,13747
13748,train,13748
13749,test,13749
13750,train,13750
13751,train,13751
13752,train,13752
13753,train,13753
13754,train,13754
13755,train,13755
13756,test,13756
13757,train,13757
13758,train,13758
13759,train,13759
13760,val,13760
13761,train,13761
13762,val,13762
13763,train,13763
13764,val,13764
13765,train,13765
13766,val,13766
13767,test,13767
13768,test,13768
13769,test,13769
13770,train,13770
13771,train,13771
13772,train,13772
13773,val,13773
13774,train,13774
13775,val,13775
13776,train,13776
13777,train,13777
13778,train,13778
13779,train,13779
13780,train,13780
13781,train,13781
13782,test,13782
13783,train,13783
13784,train,13784
13785,train,13785
13786,train,13786
13787,train,13787
13788,val,13788
13789,test,13789
13790,train,13790
13791,train,13791
13792,test,13792
13793,test,13793
13794,val,13794
13795,val,13795
13796,val,13796
13797,val,13797
13798,train,13798
13799,train,13799
13800,train,13800
13801,test,13801
13802,train,13802
13803,train,13803
13804,train,13804
13805,train,13805
13806,train,13806
13807,train,13807
13808,val,13808
13809,train,13809
13810,train,13810
13811,train,13811
13812,train,13812
13813,train,13813
13814,train,13814
13815,val,13815
13816,test,13816
13817,train,13817
13818,test,13818
13819,train,13819
13820,train,13820
13821,train,13821
13822,train,13822
13823,train,13823
13824,test,13824
13825,test,13825
13826,train,13826
13827,train,13827
13828,test,13828
13829,train,13829
13830,train,13830
13831,train,13831
13832,test,13832
13833,train,13833
13834,train,13834
13835,train,13835
13836,train,13836
13837,train,13837
13838,val,13838
13839,train,13839
13840,train,13840
13841,test,13841
13842,train,13842
13843,train,13843
13844,train,13844
13845,val,13845
13846,train,13846
13847,val,13847
13848,val,13848
13849,train,13849
13850,train,13850
13851,train,13851
13852,train,13852
13853,train,13853
13854,test,13854
13855,train,13855
13856,train,13856
13857,train,13857
13858,train,13858
13859,train,13859
13860,train,13860
13861,test,13861
13862,test,13862
13863,train,13863
13864,train,13864
13865,train,13865
13866,test,13866
13867,test,13867
13868,val,13868
13869,train,13869
13870,val,13870
13871,val,13871
13872,train,13872
13873,train,13873
13874,val,13874
13875,val,13875
13876,test,13876
13877,test,13877
13878,val,13878
13879,train,13879
13880,val,13880
13881,train,13881
13882,train,13882
13883,train,13883
13884,val,13884
13885,train,13885
13886,test,13886
13887,train,13887
13888,train,13888
13889,train,13889
13890,train,13890
13891,train,13891
13892,train,13892
13893,val,13893
13894,test,13894
13895,test,13895
13896,test,13896
13897,train,13897
13898,train,13898
13899,val,13899
13900,train,13900
13901,val,13901
13902,val,13902
13903,train,13903
13904,val,13904
13905,train,13905
13906,val,13906
13907,train,13907
13908,train,13908
13909,train,13909
13910,train,13910
13911,train,13911
13912,val,13912
13913,train,13913
13914,train,13914
13915,train,13915
13916,val,13916
13917,train,13917
13918,train,13918
13919,train,13919
13920,train,13920
13921,train,13921
13922,train,13922
13923,train,13923
13924,train,13924
13925,val,13925
13926,train,13926
13927,train,13927
13928,train,13928
13929,train,13929
13930,train,13930
13931,test,13931
13932,train,13932
13933,train,13933
13934,train,13934
13935,train,13935
13936,test,13936
13937,val,13937
13938,val,13938
13939,val,13939
13940,train,13940
13941,train,13941
13942,train,13942
13943,train,13943
13944,train,13944
13945,train,13945
13946,val,13946
13947,train,13947
13948,train,13948
13949,test,13949
13950,train,13950
13951,val,13951
13952,train,13952
13953,train,13953
13954,train,13954
13955,train,13955
13956,test,13956
13957,train,13957
13958,train,13958
13959,val,13959
13960,train,13960
13961,train,13961
13962,train,13962
13963,val,13963
13964,train,13964
13965,train,13965
13966,train,13966
13967,test,13967
13968,train,13968
13969,train,13969
13970,test,13970
13971,train,13971
13972,test,13972
13973,train,13973
13974,train,13974
13975,val,13975
13976,val,13976
13977,val,13977
13978,train,13978
13979,train,13979
13980,train,13980
13981,test,13981
13982,val,13982
13983,train,13983
13984,train,13984
13985,train,13985
13986,val,13986
13987,val,13987
13988,train,13988
13989,train,13989
13990,train,13990
13991,val,13991
13992,test,13992
13993,train,13993
13994,train,13994
13995,train,13995
13996,train,13996
13997,train,13997
13998,train,13998
13999,test,13999
14000,train,14000
14001,val,14001
14002,train,14002
14003,test,14003
14004,test,14004
14005,train,14005
14006,train,14006
14007,train,14007
14008,test,14008
14009,train,14009
14010,train,14010
14011,train,14011
14012,train,14012
14013,test,14013
14014,test,14014
14015,train,14015
14016,test,14016
14017,test,14017
14018,test,14018
14019,train,14019
14020,train,14020
14021,train,14021
14022,train,14022
14023,train,14023
14024,train,14024
14025,train,14025
14026,train,14026
14027,train,14027
14028,train,14028
14029,val,14029
14030,val,14030
14031,test,14031
14032,train,14032
14033,train,14033
14034,val,14034
14035,val,14035
14036,train,14036
14037,test,14037
14038,test,14038
14039,val,14039
14040,train,14040
14041,test,14041
14042,train,14042
14043,train,14043
14044,train,14044
14045,train,14045
14046,train,14046
14047,test,14047
14048,test,14048
14049,test,14049
14050,train,14050
14051,train,14051
14052,train,14052
14053,train,14053
14054,train,14054
14055,train,14055
14056,train,14056
14057,train,14057
14058,train,14058
14059,train,14059
14060,train,14060
14061,train,14061
14062,train,14062
14063,train,14063
14064,train,14064
14065,train,14065
14066,train,14066
14067,test,14067
14068,train,14068
14069,train,14069
14070,train,14070
14071,train,14071
14072,val,14072
14073,val,14073
14074,train,14074
14075,train,14075
14076,train,14076
14077,train,14077
14078,val,14078
14079,train,14079
14080,train,14080
14081,train,14081
14082,val,14082
14083,train,14083
14084,test,14084
14085,train,14085
14086,val,14086
14087,train,14087
14088,train,14088
14089,train,14089
14090,val,14090
14091,val,14091
14092,train,14092
14093,train,14093
14094,train,14094
14095,train,14095
14096,train,14096
14097,train,14097
14098,train,14098
14099,val,14099
14100,train,14100
14101,train,14101
14102,val,14102
14103,test,14103
14104,train,14104
14105,train,14105
14106,train,14106
14107,train,14107
14108,train,14108
14109,train,14109
14110,train,14110
14111,train,14111
14112,train,14112
14113,train,14113
14114,train,14114
14115,val,14115
14116,train,14116
14117,train,14117
14118,val,14118
14119,train,14119
14120,test,14120
14121,train,14121
14122,train,14122
14123,val,14123
14124,test,14124
14125,train,14125
14126,train,14126
14127,test,14127
14128,train,14128
14129,train,14129
14130,val,14130
14131,train,14131
14132,train,14132
14133,train,14133
14134,val,14134
14135,val,14135
14136,train,14136
14137,train,14137
14138,train,14138
14139,train,14139
14140,train,14140
14141,train,14141
14142,test,14142
14143,test,14143
14144,train,14144
14145,train,14145
14146,train,14146
14147,train,14147
14148,train,14148
14149,train,14149
14150,train,14150
14151,train,14151
14152,train,14152
14153,train,14153
14154,train,14154
14155,train,14155
14156,train,14156
14157,val,14157
14158,test,14158
14159,train,14159
14160,val,14160
14161,train,14161
14162,train,14162
14163,train,14163
14164,val,14164
14165,val,14165
14166,train,14166
14167,test,14167
14168,train,14168
14169,train,14169
14170,train,14170
14171,train,14171
14172,train,14172
14173,train,14173
14174,train,14174
14175,val,14175
14176,train,14176
14177,train,14177
14178,val,14178
14179,test,14179
14180,test,14180
14181,train,14181
14182,test,14182
14183,train,14183
14184,train,14184
14185,train,14185
14186,val,14186
14187,train,14187
14188,train,14188
14189,train,14189
14190,train,14190
14191,train,14191
14192,train,14192
14193,train,14193
14194,val,14194
14195,train,14195
14196,train,14196
14197,train,14197
14198,train,14198
14199,test,14199
14200,val,14200
14201,train,14201
14202,train,14202
14203,train,14203
14204,test,14204
14205,train,14205
14206,test,14206
14207,train,14207
14208,train,14208
14209,train,14209
14210,train,14210
14211,val,14211
14212,train,14212
14213,val,14213
14214,val,14214
14215,train,14215
14216,train,14216
14217,val,14217
14218,train,14218
14219,train,14219
14220,test,14220
14221,train,14221
14222,train,14222
14223,train,14223
14224,train,14224
14225,train,14225
14226,train,14226
14227,train,14227
14228,train,14228
14229,train,14229
14230,train,14230
14231,train,14231
14232,train,14232
14233,train,14233
14234,train,14234
14235,train,14235
14236,train,14236
14237,train,14237
14238,train,14238
14239,train,14239
14240,test,14240
14241,test,14241
14242,test,14242
14243,train,14243
14244,test,14244
14245,val,14245
14246,test,14246
14247,val,14247
14248,val,14248
14249,train,14249
14250,train,14250
14251,train,14251
14252,test,14252
14253,train,14253
14254,test,14254
14255,train,14255
14256,train,14256
14257,train,14257
14258,train,14258
14259,train,14259
14260,train,14260
14261,train,14261
14262,train,14262
14263,train,14263
14264,train,14264
14265,train,14265
14266,test,14266
14267,train,14267
14268,train,14268
14269,train,14269
14270,train,14270
14271,train,14271
14272,val,14272
14273,train,14273
14274,train,14274
14275,test,14275
14276,train,14276
14277,train,14277
14278,test,14278
14279,train,14279
14280,val,14280
14281,test,14281
14282,train,14282
14283,train,14283
14284,train,14284
14285,train,14285
14286,test,14286
14287,val,14287
14288,train,14288
14289,train,14289
14290,test,14290
14291,train,14291
14292,train,14292
14293,val,14293
14294,train,14294
14295,train,14295
14296,val,14296
14297,train,14297
14298,train,14298
14299,train,14299
14300,train,14300
14301,test,14301
14302,train,14302
14303,train,14303
14304,train,14304
14305,test,14305
14306,val,14306
14307,train,14307
14308,train,14308
14309,train,14309
14310,train,14310
14311,train,14311
14312,test,14312
14313,train,14313
14314,train,14314
14315,train,14315
14316,train,14316
14317,train,14317
14318,train,14318
14319,train,14319
14320,train,14320
14321,val,14321
14322,val,14322
14323,train,14323
14324,val,14324
14325,test,14325
14326,train,14326
14327,test,14327
14328,test,14328
14329,val,14329
14330,train,14330
14331,train,14331
14332,train,14332
14333,train,14333
14334,train,14334
14335,train,14335
14336,train,14336
14337,train,14337
14338,train,14338
14339,train,14339
14340,val,14340
14341,train,14341
14342,train,14342
14343,train,14343
14344,train,14344
14345,train,14345
14346,train,14346
14347,train,14347
14348,train,14348
14349,train,14349
14350,test,14350
14351,train,14351
14352,train,14352
14353,val,14353
14354,val,14354
14355,val,14355
14356,train,14356
14357,test,14357
14358,train,14358
14359,val,14359
14360,train,14360
14361,train,14361
14362,val,14362
14363,test,14363
14364,train,14364
14365,val,14365
14366,train,14366
14367,val,14367
14368,train,14368
14369,val,14369
14370,train,14370
14371,test,14371
14372,val,14372
14373,train,14373
14374,train,14374
14375,train,14375
14376,train,14376
14377,train,14377
14378,train,14378
14379,train,14379
14380,test,14380
14381,test,14381
14382,train,14382
14383,val,14383
14384,train,14384
14385,train,14385
14386,train,14386
14387,train,14387
14388,train,14388
14389,train,14389
14390,train,14390
14391,train,14391
14392,train,14392
14393,train,14393
14394,train,14394
14395,val,14395
14396,val,14396
14397,test,14397
14398,train,14398
14399,val,14399
14400,val,14400
14401,test,14401
14402,train,14402
14403,train,14403
14404,train,14404
14405,val,14405
14406,train,14406
14407,train,14407
14408,val,14408
14409,train,14409
14410,train,14410
14411,train,14411
14412,train,14412
14413,test,14413
14414,val,14414
14415,train,14415
14416,train,14416
14417,train,14417
14418,train,14418
14419,train,14419
14420,train,14420
14421,train,14421
14422,train,14422
14423,train,14423
14424,test,14424
14425,train,14425
14426,val,14426
14427,val,14427
14428,train,14428
14429,train,14429
14430,train,14430
14431,train,14431
14432,train,14432
14433,train,14433
14434,train,14434
14435,train,14435
14436,test,14436
14437,train,14437
14438,val,14438
14439,train,14439
14440,train,14440
14441,val,14441
14442,train,14442
14443,train,14443
14444,train,14444
14445,train,14445
14446,train,14446
14447,val,14447
14448,test,14448
14449,test,14449
14450,train,14450
14451,test,14451
14452,train,14452
14453,train,14453
14454,train,14454
14455,val,14455
14456,train,14456
14457,test,14457
14458,val,14458
14459,test,14459
14460,train,14460
14461,train,14461
14462,train,14462
14463,train,14463
14464,train,14464
14465,train,14465
14466,train,14466
14467,train,14467
14468,train,14468
14469,test,14469
14470,train,14470
14471,train,14471
14472,train,14472
14473,train,14473
14474,train,14474
14475,test,14475
14476,train,14476
14477,val,14477
14478,train,14478
14479,test,14479
14480,test,14480
14481,train,14481
14482,val,14482
14483,train,14483
14484,train,14484
14485,train,14485
14486,train,14486
14487,train,14487
14488,train,14488
14489,test,14489
14490,val,14490
14491,test,14491
14492,train,14492
14493,test,14493
14494,train,14494
14495,train,14495
14496,train,14496
14497,val,14497
14498,val,14498
14499,train,14499
14500,train,14500
14501,train,14501
14502,val,14502
14503,train,14503
14504,train,14504
14505,train,14505
14506,train,14506
14507,train,14507
14508,train,14508
14509,train,14509
14510,train,14510
14511,train,14511
14512,val,14512
14513,train,14513
14514,train,14514
14515,train,14515
14516,train,14516
14517,val,14517
14518,train,14518
14519,train,14519
14520,train,14520
14521,train,14521
14522,val,14522
14523,train,14523
14524,train,14524
14525,train,14525
14526,train,14526
14527,train,14527
14528,train,14528
14529,train,14529
14530,test,14530
14531,train,14531
14532,val,14532
14533,val,14533
14534,train,14534
14535,train,14535
14536,train,14536
14537,train,14537
14538,train,14538
14539,train,14539
14540,val,14540
14541,val,14541
14542,train,14542
14543,train,14543
14544,test,14544
14545,val,14545
14546,train,14546
14547,train,14547
14548,train,14548
14549,train,14549
14550,train,14550
14551,test,14551
14552,train,14552
14553,train,14553
14554,train,14554
14555,train,14555
14556,train,14556
14557,train,14557
14558,test,14558
14559,train,14559
14560,train,14560
14561,train,14561
14562,test,14562
14563,val,14563
14564,train,14564
14565,train,14565
14566,train,14566
14567,test,14567
14568,train,14568
14569,train,14569
14570,train,14570
14571,train,14571
14572,train,14572
14573,train,14573
14574,train,14574
14575,train,14575
14576,train,14576
14577,train,14577
14578,train,14578
14579,test,14579
14580,test,14580
14581,train,14581
14582,train,14582
14583,train,14583
14584,train,14584
14585,train,14585
14586,test,14586
14587,train,14587
14588,train,14588
14589,test,14589
14590,train,14590
14591,train,14591
14592,val,14592
14593,val,14593
14594,train,14594
14595,train,14595
14596,train,14596
14597,test,14597
14598,train,14598
14599,train,14599
14600,train,14600
14601,test,14601
14602,train,14602
14603,train,14603
14604,val,14604
14605,train,14605
14606,val,14606
14607,train,14607
14608,train,14608
14609,train,14609
14610,train,14610
14611,train,14611
14612,val,14612
14613,train,14613
14614,val,14614
14615,train,14615
14616,train,14616
14617,train,14617
14618,test,14618
14619,train,14619
14620,test,14620
14621,test,14621
14622,train,14622
14623,test,14623
14624,test,14624
14625,train,14625
14626,train,14626
14627,train,14627
14628,train,14628
14629,test,14629
14630,train,14630
14631,train,14631
14632,train,14632
14633,train,14633
14634,train,14634
14635,train,14635
14636,train,14636
14637,train,14637
14638,test,14638
14639,train,14639
14640,train,14640
14641,train,14641
14642,train,14642
14643,train,14643
14644,test,14644
14645,train,14645
14646,train,14646
14647,train,14647
14648,train,14648
14649,train,14649
14650,val,14650
14651,train,14651
14652,train,14652
14653,test,14653
14654,test,14654
14655,val,14655
14656,train,14656
14657,train,14657
14658,train,14658
14659,test,14659
14660,val,14660
14661,val,14661
14662,train,14662
14663,train,14663
14664,train,14664
14665,train,14665
14666,train,14666
14667,train,14667
14668,train,14668
14669,val,14669
14670,train,14670
14671,train,14671
14672,train,14672
14673,test,14673
14674,test,14674
14675,train,14675
14676,train,14676
14677,train,14677
14678,train,14678
14679,train,14679
14680,test,14680
14681,train,14681
14682,train,14682
14683,train,14683
14684,train,14684
14685,val,14685
14686,val,14686
14687,test,14687
14688,test,14688
14689,train,14689
14690,train,14690
14691,train,14691
14692,train,14692
14693,val,14693
14694,val,14694
14695,train,14695
14696,train,14696
14697,train,14697
14698,val,14698
14699,val,14699
14700,train,14700
14701,val,14701
14702,val,14702
14703,test,14703
14704,train,14704
14705,train,14705
14706,train,14706
14707,train,14707
14708,train,14708
14709,train,14709
14710,train,14710
14711,train,14711
14712,val,14712
14713,val,14713
14714,train,14714
14715,train,14715
14716,test,14716
14717,test,14717
14718,test,14718
14719,train,14719
14720,train,14720
14721,train,14721
14722,train,14722
14723,train,14723
14724,train,14724
14725,train,14725
14726,train,14726
14727,train,14727
14728,train,14728
14729,test,14729
14730,train,14730
14731,val,14731
14732,train,14732
14733,val,14733
14734,train,14734
14735,train,14735
14736,train,14736
14737,train,14737
14738,train,14738
14739,train,14739
14740,test,14740
14741,train,14741
14742,train,14742
14743,train,14743
14744,train,14744
14745,train,14745
14746,train,14746
14747,val,14747
14748,val,14748
14749,train,14749
14750,val,14750
14751,train,14751
14752,train,14752
14753,train,14753
14754,train,14754
14755,train,14755
14756,train,14756
14757,train,14757
14758,train,14758
14759,train,14759
14760,train,14760
14761,val,14761
14762,val,14762
14763,val,14763
14764,test,14764
14765,train,14765
14766,train,14766
14767,val,14767
14768,train,14768
14769,train,14769
14770,train,14770
14771,train,14771
14772,val,14772
14773,val,14773
14774,train,14774
14775,train,14775
14776,train,14776
14777,test,14777
14778,test,14778
14779,train,14779
14780,train,14780
14781,train,14781
14782,train,14782
14783,train,14783
14784,train,14784
14785,test,14785
14786,train,14786
14787,val,14787
14788,train,14788
14789,train,14789
14790,train,14790
14791,train,14791
14792,train,14792
14793,test,14793
14794,train,14794
14795,test,14795
14796,test,14796
14797,test,14797
14798,test,14798
14799,test,14799
14800,val,14800
14801,train,14801
14802,val,14802
14803,test,14803
14804,test,14804
14805,train,14805
14806,test,14806
14807,train,14807
14808,train,14808
14809,train,14809
14810,train,14810
14811,val,14811
14812,test,14812
14813,test,14813
14814,train,14814
14815,train,14815
14816,train,14816
14817,train,14817
14818,train,14818
14819,test,14819
14820,train,14820
14821,val,14821
14822,train,14822
14823,test,14823
14824,train,14824
14825,train,14825
14826,train,14826
14827,train,14827
14828,train,14828
14829,train,14829
14830,test,14830
14831,train,14831
14832,val,14832
14833,val,14833
14834,train,14834
14835,train,14835
14836,train,14836
14837,train,14837
14838,train,14838
14839,train,14839
14840,train,14840
14841,train,14841
14842,train,14842
14843,test,14843
14844,train,14844
14845,train,14845
14846,val,14846
14847,train,14847
14848,val,14848
14849,train,14849
14850,train,14850
14851,train,14851
14852,train,14852
14853,train,14853
14854,train,14854
14855,train,14855
14856,train,14856
14857,val,14857
14858,train,14858
14859,test,14859
14860,train,14860
14861,train,14861
14862,train,14862
14863,train,14863
14864,train,14864
14865,train,14865
14866,train,14866
14867,train,14867
14868,train,14868
14869,train,14869
14870,train,14870
